334.238298	521.633815	201.895397	389.722454
259.575335	586.065315	4.596695	394.684259
374.135725	536.769683	199.040576	361.163199
249.123905	699.530634	50.584666	476.564734
148.905971	371.974399	71.522548	311.796464
228.412601	462.803939	111.272774	336.494877
369.168116	530.663918	206.270907	348.650258
195.138378	690.164596	406.922371	884.146214
271.436786	602.113830	216.315943	523.209187
494.466114	888.324615	5.122129	571.431224
1067.565007	1127.998108	497.382085	565.566668
479.435750	545.408013	213.934271	295.667463
119.949976	179.142530	343.682159	415.806918
225.702791	549.306886	300.089057	616.097225
278.283676	472.135865	117.301292	315.131274
138.197202	393.766335	267.808298	500.633977
470.727360	657.506036	70.674226	254.360278
207.336511	611.865264	77.611289	499.771339
595.574480	896.897886	177.933966	429.984753
143.067415	452.485396	197.034521	492.146558
114.455783	381.980944	95.256988	373.276476
215.142221	397.384403	73.392995	247.793751
397.844529	651.381131	107.284575	358.105747
115.756950	338.947522	95.899550	297.037104
137.540094	666.517255	178.565184	674.598494
334.427135	611.778166	259.197560	523.357943
54.461749	170.145487	33.680710	144.501417
179.205201	366.731910	178.099032	378.454068
412.619756	620.000000	74.404284	299.815373
136.045286	692.454556	111.056733	680.338853
290.565290	472.452045	164.850206	319.764582
56.812253	402.043945	183.582344	529.622573
216.737804	527.846390	126.622128	445.941489
60.181838	313.000000	97.353079	368.181241
138.005726	616.770455	413.099484	816.223613
490.005430	824.782777	321.912313	636.594948
356.222742	511.289480	140.358837	290.563185
354.064312	438.385586	282.107259	381.204561
569.549564	825.693665	3.058183	249.149403
96.363598	525.973488	174.403123	581.669341
138.204401	419.107004	181.471380	435.054731
162.850439	619.221864	192.248738	656.318262
125.786673	424.820188	281.705637	538.929711
341.268025	754.829404	147.256914	553.521344
176.967509	517.918087	334.125876	656.232574
471.602185	1600.000000	3.510000	1015.976076
131.336031	311.784647	112.980548	297.385567
241.098388	283.086685	170.894749	218.972388
505.970096	573.445592	200.704294	267.610902
325.789873	588.414342	156.827751	387.875774
762.402068	995.435546	208.932412	424.693786
213.444599	317.768266	63.860029	165.075576
597.535473	861.945928	74.924062	363.404938
509.099198	993.306986	403.465883	909.405635
410.249274	460.102078	50.986839	106.035360
342.354932	748.599754	108.356654	545.315239
94.114555	195.995473	59.272912	154.080301
168.475954	255.972639	294.796985	378.041357
49.940492	269.994009	67.241427	286.667004
262.501644	436.352355	181.373080	336.596465
211.982983	507.975741	166.424300	468.209135
69.812740	150.227104	106.686784	184.845603
295.301084	608.887444	254.142224	584.594405
358.360767	690.556396	179.248731	508.707894
54.784632	393.338683	3.631894	299.271638
127.648763	270.043780	132.577524	292.861905
264.086222	415.789341	103.032222	261.694218
117.920417	535.905223	268.340383	653.229747
212.939577	882.643288	92.472428	745.449497
739.814124	945.651551	272.214639	472.788959
288.969091	475.552873	158.512154	316.602091
389.713229	490.338597	108.676395	198.578700
394.450847	576.994975	132.882936	324.896592
433.968176	507.320606	125.541670	195.869848
1389.641601	1572.627516	690.864284	862.901645
1081.905031	1395.158192	507.475696	814.786385
261.251789	398.475680	104.669382	227.741521
481.666025	591.829375	105.564503	215.577057
893.863509	1005.369884	216.668249	322.289664
362.420590	419.495939	24.270589	79.200682
2.996486	86.186364	116.617993	185.551171
1080.589094	1199.042053	220.305769	328.912911
1323.360515	1726.065946	935.787973	1347.810672
192.104208	286.011476	109.532076	212.360264
290.663643	490.237452	152.521243	398.774758
378.227729	433.021451	142.576096	196.919941
517.555095	570.714137	124.442192	180.358420
295.583723	362.441768	77.847193	166.189627
289.851501	361.488167	158.783028	231.359158
539.362504	616.457272	114.868950	199.828705
671.908076	756.576489	95.592430	185.941711
142.177379	303.902323	109.942084	277.145277
331.729397	468.832577	118.110455	259.980786
450.751057	534.559567	125.466044	235.553021
363.336501	434.155643	176.541591	243.615713
638.537419	698.716452	173.645000	236.141129
964.221061	1029.638896	213.836128	284.220222
119.403103	217.883461	279.469125	387.459373
61.642895	230.250364	94.468479	273.157190
1249.821628	1611.327635	129.405833	499.217461
528.685845	648.546930	506.729215	618.129329
307.706356	616.612123	84.752409	370.280957
528.758908	599.847325	322.493288	395.168313
298.824136	362.726557	243.403846	313.170141
431.662060	481.441446	107.787384	162.831509
592.777341	642.984262	209.045514	262.674814
782.969926	838.145683	75.195733	134.178330
830.016395	895.661522	256.180856	321.149432
893.953420	952.868096	236.975134	304.795934
428.195565	585.750006	115.112868	292.607468
45.016258	196.533057	92.969815	237.384836
590.914005	821.281425	484.095188	727.959941
965.410284	1232.594108	561.015448	795.889442
482.549180	643.232648	480.276689	637.245642
482.008638	644.813832	478.682099	637.993953
421.206747	546.887902	97.758540	228.248994
780.540185	947.976057	484.672777	665.533850
189.012152	309.476242	65.764917	194.136995
397.338812	460.661401	86.321039	150.629035
170.919091	257.743415	154.502117	241.498636
474.814595	580.838313	141.720571	254.879355
536.961186	610.073696	254.846636	342.400448
213.697359	280.589349	64.637091	129.567572
387.304771	481.591169	55.177107	163.421237
250.978665	371.819402	60.698968	190.544034
56.471950	161.742696	105.278217	197.315963
322.466284	402.127193	202.952179	303.651339
751.619155	822.951292	105.547547	187.260255
454.348211	548.979132	63.557978	164.885813
338.617053	385.929781	49.846207	103.213072
767.610467	852.640289	515.250029	604.302737
325.836299	413.654481	538.846039	625.320065
1025.841144	1136.082140	444.756981	569.157299
1057.769552	1201.495690	451.903190	607.040354
312.411702	416.568957	57.357609	166.942542
