340.765	248.125	335.871	264.663	334.719	283.143	337.99	302.562	342.395	322.209	347.312	341.756	352.44	361.566	359.468	379.551	375.324	387.059	398.282	386.373	425.932	378.216	453.986	366.333	479.034	349.702	497.019	328.621	506.661	302.048	511.529	273.79	514.389	245.796	342.533	220.332	344.806	213.227	351.249	211.364	359.223	212.705	366.685	217.169	388.839	215.18	405.671	207.779	424.567	205.753	443.476	210.094	460.244	219.535	373.607	235.333	367.325	248.574	360.356	261.681	353.327	275.221	352.328	288.966	356.605	293.128	362.718	295.417	372.136	293.412	382.02	291.401	348.642	238.554	353.502	231.321	362.399	231.516	369.575	239.473	361.102	241.44	352.67	241.509	406.44	238.662	414.749	229.748	426.152	230.082	436.805	236.722	426.257	240.988	415.21	241.065	351.909	325.097	351.409	316.22	357.482	311.93	363.411	314.103	371.281	312.251	388.235	317.188	407.741	325.691	390.327	338.017	374.468	342.843	365.893	343.246	359.193	342.062	353.591	336.538	355.352	325.322	358.125	320.87	364.037	321.425	371.793	321.362	401.728	325.814	373.768	330.13	365.853	330.247	359.807	328.924	
267.244	111.397	260.086	147.719	261.313	187.25	270.08	227.479	279.693	268.609	287.481	308.25	298.737	346.42	315.589	376.612	348.997	387.6	394.188	386.287	445.222	373.412	494.185	351.807	535.549	321.022	566.118	280.802	582.518	229.675	591.273	174.746	595.362	120.993	267.747	52.4378	272.469	31.288	289.678	22.9221	310.67	24.2734	330.44	33.7366	375.299	29.6749	410.686	14.4874	450.232	11.2612	488.814	22.4578	518.305	48.3427	343.905	67.434	332.291	94.3087	319.393	120.731	306.402	148.268	299.403	180.142	309.69	187.659	323.484	191.667	342.426	187.848	361.983	183.428	283.95	80.6353	294.017	64.6176	312.896	63.9105	329.593	79.1515	311.073	84.3497	292.917	85.6706	408.48	76.9649	427.659	59.2291	451.135	60.5177	471.58	75.6435	450.611	83.5094	427.415	82.4506	300.238	264.934	299.401	242.711	310.787	231.656	322.881	235.801	337.621	231.6	367.223	243.486	402.354	264.977	371.6	278.235	344.511	282.799	328.743	283.588	315.512	282.387	304.909	276.635	307.439	262.893	312.254	250.227	324.3	250.686	338.901	250.108	390.138	263.376	343.254	259.117	328.634	259.777	316.532	257.913	
379.646	236.403	378.361	253.392	380.573	270.669	387.053	287.808	395.763	304.648	405.978	321.007	415.968	338.19	426.352	355.156	442.149	361.84	462.309	360.603	484.202	351.155	504.615	337.368	522.751	319.324	535.007	298.011	539.135	272.985	538.923	246.84	536.165	221.579	375.627	208.779	381.599	205.548	390.427	208.321	399.103	213.061	407.045	219.347	433.915	218.257	447.457	210.35	462.616	205.932	479.087	205.133	495.894	208.748	421.275	233.135	420.021	250.897	418.292	268.688	416.657	286.369	409.632	287.5	416.174	293.023	424.803	296.266	434.593	291.583	444.405	287.228	387.353	227.628	393.285	223.246	402.547	224.069	411.345	231.549	401.813	232.277	393.035	231.767	450.936	231.381	458.648	223.727	469.255	222.745	480.036	226.784	470.845	231.249	460.532	232.315	410.197	301.881	415.765	302.506	423.815	303.338	431.972	305.516	441.455	303.145	459.181	302.309	478.686	301.334	462.257	318.141	445.553	325.631	434.999	326.633	426.067	324.854	417.556	316.772	414.371	304.412	424.658	308.577	432.816	310.112	442.529	308.907	474.106	303.15	443.316	315.415	433.404	315.968	424.902	313.693	
249.297	124.352	259.774	184.034	277.993	239.274	301.167	291.901	330.318	343.264	365.085	389.726	402.229	435.88	440.668	479.376	486.76	493.478	537.476	484.933	587.051	449.932	632.212	403.873	670.261	347.733	696.011	284.706	707.39	215.248	713.13	140.967	710.333	65.3653	241.493	110.66	270.19	99.4364	308.317	109.059	344.498	124.422	379.852	141.489	474.532	130.646	515.71	104.665	559.681	83.1572	609.241	70.3491	658.104	77.2615	434.543	184.817	437.236	236.692	439.007	288.845	440.795	340.298	406.536	341.908	428.144	353.317	453.326	360.368	478.96	348.285	504.07	336.471	292.583	171.893	317.553	161.822	352.397	161.921	383.787	182.488	351.44	192.845	316.728	193.057	515.716	173.959	541.04	148.767	577.551	142.118	611.577	147.903	586.698	173.559	549.879	180.095	403.781	387.744	426.12	391.835	447.116	390.603	466.344	396.781	486.71	388.882	522.03	387.997	563.496	380.774	530.981	419.186	498.612	437.784	475.346	441.24	454.052	438.098	430.123	420.65	418.471	393.16	448.819	407.778	468.554	411.319	489.891	406.968	548.74	386.477	491.837	403.351	470.327	406.833	450.18	402.183	
173.543	213.361	183.173	230.551	196.7	246.443	214.391	261.444	233.893	276.409	252.482	289.306	272.542	302.902	292.094	314.53	312.349	311.436	333.704	296.597	352.668	271.393	366.934	241.246	374.403	208.218	372.571	176.401	360.449	145.239	342.882	114.735	322.595	86.9534	152.295	189.14	149.104	180.036	155.94	174.4	166.031	171.211	176.807	171.083	197.604	153.318	208.893	134.236	224.81	119.046	244.957	109.774	267.166	107.065	199.719	182.835	207.065	199.961	213.583	217.444	220.382	235.23	222.21	246.576	230.637	248.074	239.774	245.77	247.025	236.596	254.956	227.707	173.597	201.373	174.266	191.96	183.495	186.304	196.617	188.64	188.961	196.521	180.393	202.376	231.478	163.249	234.327	149.322	245.687	141.591	259.873	140.136	253.286	151.808	242.277	159.616	245.857	271.113	244.361	267.111	248.248	262.34	255.843	260.724	262.262	253.572	280.677	246.239	302.577	237.402	293.904	259.053	281.796	272.333	273.58	277.858	265.877	280.576	256.667	278.137	249.761	270.02	253.766	269.166	260.649	266.376	268.07	260.869	297.263	241.336	272.469	262.02	264.814	267.025	257.364	269.083	
229.475	149.845	230.984	187.228	235.03	225.759	247.067	261.883	273.649	289.892	308.219	310.065	344.21	324.96	378.969	334.726	407.139	333.465	424.626	320.367	431.186	293.955	439.139	268.106	449.413	243.595	459.055	220.485	465.827	196.616	464.257	173.142	457.513	152.161	317.096	132.209	340.132	121.389	364.468	115.004	388.993	116.279	410.607	124.578	438.59	123.49	446.781	115.768	455.556	111.097	463.16	109.526	466.36	115.112	426.265	147.548	433.238	167.277	441.129	186.822	448.879	206.774	402.596	219.518	418.332	223.216	433.51	227.187	443.83	222.031	450.769	213.688	344.299	149.622	359.385	143.062	372.805	142.06	383.025	150.049	371.918	152.474	358.703	152.556	429.67	147.012	439.29	137.309	449.604	135.664	455.358	141.151	450.266	145.622	440.562	146.962	349.064	249.086	381.548	243.528	410.267	241.331	423.195	242.915	432.872	239.394	440.231	238.815	439.365	240.552	435.03	264.005	426.731	276.847	416.083	280.546	401.951	280.789	375.787	271.723	355.394	250.318	408.643	248.941	421.785	248.853	431.068	246.154	434.939	243.509	427.742	262.047	417.725	266.428	404.479	267.434	
385.589	238.289	386.123	254.081	389.845	270.419	397.114	286.302	405.56	301.522	413.314	316.659	420.611	332.794	428.541	347.732	442.345	353.133	460.416	350.884	479.643	340.414	497.818	325.5	513.923	307.006	525.514	286.033	529.563	261.994	529.002	237.069	526.52	213.443	378.99	216.85	382.233	211.533	389.251	211.794	397.059	214.138	404.836	218.121	422.247	215.305	435.603	208.893	450.647	205.405	466.38	206.33	480.988	211.602	415.354	229.609	413.507	241.796	411.079	254.003	408.638	266.644	405.015	274.804	410.598	278.743	417.88	280.639	426.452	277.545	435.066	274.609	390.306	230.757	394.076	226.54	401.487	226.092	409.355	230.803	401.842	232.935	394.737	233.538	442.275	229.194	448.17	223.46	457.443	222.908	467.616	225.675	458.97	229.992	449.916	230.875	411.221	303.496	410.778	297.522	415.89	294.452	421.998	296.174	428.91	294.117	443.853	296.286	460.44	301.938	449.968	315.556	437.917	321.706	430.224	322.436	423.455	321.394	416.466	315.491	414.13	303.976	417.504	300.471	423.407	301.176	430.472	300.614	455.667	302.47	434.982	311.076	427.887	311.708	421.631	310.198	
246	530.985	248.194	580.193	259.938	629.972	279.534	678.179	301.727	726.15	323.677	773.198	347.53	822.683	375.083	868.859	419.903	884.552	477.781	875.666	539.263	838.701	595.065	787.443	640.437	724.69	669.666	657.266	678.127	584.759	675.93	509.884	668.033	437.132	221.915	481.128	234.394	467.651	258.571	472.225	283.59	481.914	307.849	494.902	361.847	489.226	403.243	468.081	448.755	454.233	497.262	452.696	542.509	464.178	338.896	525.314	335.521	566.765	330.537	608.739	325.603	651.705	313.413	666.469	329.91	679.478	351.033	685.375	374.771	674.525	398.727	664.034	258.03	518.254	270.298	505.884	293.943	505.641	317.209	521.491	293.633	528.283	271.083	529.341	418.926	516.502	437.498	497.912	466.646	495.951	496.22	504.044	470.889	519.841	442.671	522.508	331.185	742.765	333.752	731.531	347.303	726.13	364.09	731.723	383.509	724.753	422.407	728.173	466.271	735.263	432.431	770.21	398.282	785.868	376.546	787.999	358.098	784.768	342.251	769.585	340.829	744.815	350.493	742.949	367.124	745.412	387.081	743.03	451.854	737.004	391.218	755.628	370.969	757.799	353.752	753.292	
332.159	230.969	308.392	270.352	288.848	312.34	276.026	355.369	277.16	397.557	289.764	437.786	308.954	475.623	334.962	507.703	366.969	526.85	397.773	532.161	426.534	516.968	454.357	496.129	481.725	472.565	507.837	447.857	532.242	422.221	551.632	395.804	564.149	367.891	402.946	219.891	435.19	219.149	465.459	230.132	489.998	249.33	507.676	274.516	546.648	298.79	565.685	297.773	583.065	301.45	596.651	309.529	597.768	324.105	511.259	315.034	502.172	340.584	493.981	366.323	485.364	392.48	433.269	390.028	446.918	402.02	460.063	414.396	475.261	416.72	489.121	415.597	414.201	264.179	435.824	263.404	454.224	273.242	461.861	294.533	443.826	289.465	425.736	279.275	525.495	329.622	546.121	323.619	562.603	330.939	566.706	346.422	555.018	348.763	539.541	340.966	360.493	418.707	394.729	423.251	425.878	430.68	438.571	441.745	453.151	444.039	464.227	455.247	465.825	468.012	445.12	484.02	425.967	488.147	410.799	483.628	395.197	475.061	373.651	453.747	368.313	424.547	417.542	444.425	431.873	452.777	445.306	457.47	458.322	466.281	437.037	466.801	422.612	463.32	408.123	455.507	
538.246	201.633	543.984	251.047	560.955	300.972	587.069	352.119	616.295	404.051	641.216	450.992	670.362	497.036	706.263	531.088	756.159	533.679	812.491	518.285	864.749	482.651	906.9	433.78	938.279	376.708	956.128	314.075	957.609	242.469	951.108	168.322	934.319	97.6192	509.919	132.023	519.328	110.769	545.524	105.532	575.149	108.066	606.434	116.646	686.248	92.6805	724.371	56.5069	770.053	29.3096	823.437	15.4117	875.617	27.8811	651.942	153.546	651.185	196.748	648.873	240.131	646.75	283.971	630.943	321.623	651.809	327.009	676.408	328.514	703.515	315.057	731.514	301.855	542.086	186	557.241	164.96	588.183	157.988	621.201	172.789	591.802	188.157	561.874	195.735	743.242	140.459	766.329	109.137	801.689	98.7666	836.04	107.067	811.865	131.546	776.58	141.067	642.584	419.941	649.485	398.524	670.613	382.765	694.411	385.603	717.352	372.919	765.462	375.523	820.471	383.899	784.537	426.015	744.519	447.824	717.9	455.142	692.547	457.325	665.555	446.76	655.161	419.233	677.34	410.385	700.62	408.178	724.996	400.686	804.089	389.673	733.527	408.613	709.137	415.449	685.357	415.809	
